Chr,Start,End,Peak-name,T1-vs-T0 Peak Status,T2-vs-T1 Peak Status,T2-vs-T0 Peak Status,Overall Trend,Gene symbol - closest DE gene,Distance to nearest DE gene,Peak class for CLOSEST DE gene,upstream or downstream,OTHER DE genes within 250kb,Distance to nearest DE gene,OTHER DE genes within 250kb,Distance to nearest DE gene,,,,
2,69244861,69245362,chr2-69244861-69245362,Stable,Stable,Stable,27,Spc25,-50966,,,,,,,,,,
4,134510790,134511291,chr4-134510790-134511291,Stable,Stable,Stable,27,Aunip,0,,,,,,,,,,
9,76000862,76001521,chr9-76000862-76001521,Stable,Stable,Stable,27,Bmp5,-225498,,,,,,,,,,
4,3924260,3924761,chr4-3924260-3924761,Stable,Stable,Stable,27,Rps20,-92926,,,Penk,208770,,,,,,
6,125313489,125314390,chr6-125313489-125314390,Stable,Stable,Stable,27,Ncapd2,-145482,,,,,,,,,,
11,115322084,115322738,chr11-115322084-115322738,Stable,Stable,Stable,27,Nup85,241696,,,,,,,,,,
2,151866600,151867101,chr2-151866600-151867101,Stable,Stable,Stable,27,Fam110a,102297,,,,,,,,,,
9,67140381,67140882,chr9-67140381-67140882,Stable,Stable,Stable,27,Tpm1,-117791,,,,,,,,,,
9,122736682,122737183,chr9-122736682-122737183,Stable,Stable,Stable,27,Kif15,213863,,,,,,,,,,
3,54357483,54357984,chr3-54357483-54357984,Stable,Stable,Stable,27,Postn,3125,,,,,,,,,,
9,108052802,108053303,chr9-108052802-108053303,Stable,Stable,Stable,27,Uba7,-77297,,,Traip,-102666,,,,,,
15,100604845,100605346,chr15-100604845-100605346,Stable,Stable,Stable,27,Cela1,69075,,,,,,,,,,
13,60738238,60738739,chr13-60738238-60738739,Stable,Stable,Stable,27,Gm48583,-96448,,,Ctla2a,195416,,,,,,
8,120368754,120369255,chr8-120368754-120369255,Stable,Stable,Stable,27,Gins2,209378,,,,,,,,,,
6,86487338,86487839,chr6-86487338-86487839,Stable,Stable,Stable,27,Snrpg,-116034,,,,,,,,,,
1,53191187,53191688,chr1-53191187-53191688,Stable,Stable,Stable,27,Asnsd1,152929,,,,,,,,,,
14,75767854,75768355,chr14-75767854-75768355,Stable,Stable,Stable,27,Tpt1,76738,,,,,,,,,,
4,152086301,152086802,chr4-152086301-152086802,Stable,Stable,Stable,27,Rpl22,238940,,,,,,,,,,
7,24384792,24385293,chr7-24384792-24385293,Stable,Stable,Stable,27,Xrcc1,160996,,,,,,,,,,
1,175692267,175693415,chr1-175692267-175693415,Stable,Stable,Stable,27,Exo1,187166,,,,,,,,,,
4,44173097,44173598,chr4-44173097-44173598,Stable,Stable,Stable,27,Glipr2,-215696,,,,,,,,,,
15,89211622,89212357,chr15-89211622-89212357,Stable,Stable,Stable,27,Plxnb2,-56073,,,,,,,,,,
6,124808778,124809740,chr6-124808778-124809740,Stable,Stable,Stable,27,Cdca3,19807,,,,,,,,,,
10,24131316,24131817,chr10-24131316-24131817,Stable,Stable,Stable,27,Vnn1,-236628,,,,,,,,,,
11,33103231,33103732,chr11-33103231-33103732,Stable,Stable,Stable,27,Npm1,48555,,,,,,,,,,
2,30699584,30700085,chr2-30699584-30700085,Stable,Stable,Stable,27,Ier5l,-228047,,,,,,,,,,
17,35703986,35705021,chr17-35703986-35705021,Stable,Stable,Stable,27,Tubb5,128900,,,Nrm,156297,Tcf19,-191252,,,,
13,55417987,55418488,chr13-55417987-55418488,Stable,Stable,Stable,27,Mxd3,-92819,,,,,,,,,,
13,21715949,21716627,chr13-21715949-21716627,Stable,Stable,Stable,27,Hist1h1b,63256,,,Hist1h2ap,116399,,,,,,
10,4282305,4282806,chr10-4282305-4282806,Stable,Stable,Stable,27,Akap12,-15925,,,,,,,,,,
9,108517666,108518167,chr9-108517666-108518167,Stable,Stable,Stable,27,Gpx1,-178763,,,,,,,,,,
8,80811446,80811947,chr8-80811446-80811947,Stable,Stable,Stable,27,Gab1,-47008,,,,,,,,,,
9,31211580,31212447,chr9-31211580-31212447,Stable,Stable,Stable,27,St14,-122178,,,,,,,,,,
17,87948915,87949540,chr17-87948915-87949540,Stable,Stable,Stable,27,Msh6,25522,,,,,,,,,,
14,55758421,55758922,chr14-55758421-55758922,Stable,Stable,Stable,27,Psme2,-170980,,,,,,,,,,
5,142717943,142718625,chr5-142717943-142718625,Stable,Stable,Stable,27,Actb,184490,,,Fscn1,241718,,,,,,
3,89213969,89214470,chr3-89213969-89214470,Stable,Stable,Stable,27,Efna4,118920,,,Cks1b,201002,,,,,,
2,105225990,105226491,chr2-105225990-105226491,Stable,Stable,Stable,27,Eif3m,-226334,,,,,,,,,,
12,24893986,24894487,chr12-24893986-24894487,Stable,Stable,Stable,27,Klf11,-242712,,,,,,,,,,
2,154577318,154577819,chr2-154577318-154577819,Stable,Stable,Stable,27,E2f1,-17911,,,,,,,,,,
13,85430823,85431324,chr13-85430823-85431324,Stable,Stable,Stable,27,Ccnh,-241415,,,,,,,,,,
17,35549485,35549986,chr17-35549485-35549986,Stable,Stable,Stable,27,Tcf19,-36751,,,,,,,,,,
2,6359519,6360020,chr2-6359519-6360020,Stable,Stable,Stable,27,Celf2,179674,,,,,,,,,,
18,12725823,12726324,chr18-12725823-12726324,Stable,Stable,Stable,27,Osbpl1a,28990,,,,,,,,,,
3,59080414,59081358,chr3-59080414-59081358,Stable,Stable,Stable,27,Igsf10,235377,,,,,,,,,,
7,121160117,121160618,chr7-121160117-121160618,Stable,Stable,Stable,27,Polr3e,-242373,,,,,,,,,,
17,56153615,56154116,chr17-56153615-56154116,Stable,Stable,Stable,27,Plin3,123360,,,,,,,,,,
2,102760246,102760923,chr2-102760246-102760923,Stable,Stable,Stable,27,Cd44,50218,,,Pamr1,-210234,,,,,,
9,108478722,108479223,chr9-108478722-108479223,Stable,Stable,Stable,27,Gpx1,-139819,,,,,,,,,,
18,36492861,36493362,chr18-36492861-36493362,Stable,Stable,Stable,27,Slc35a4,185853,,,,,,,,,,
15,101845924,101846425,chr15-101845924-101846425,Stable,Stable,Stable,27,Eif4b,227348,,,,,,,,,,
16,45999812,46000313,chr16-45999812-46000313,Stable,Stable,Stable,27,Gm4737,152672,,,,,,,,,,
8,70493964,70494465,chr8-70493964-70494465,Stable,Stable,Stable,27,Kxd1,13807,,,Homer3,-211137,,,,,,
2,164520761,164521262,chr2-164520761-164521262,Stable,Stable,Stable,27,Ube2c,248636,,,,,,,,,,
13,91093250,91094054,chr13-91093250-91094054,Stable,Stable,Stable,27,Rps23,-170292,,,,,,,,,,
16,4607685,4608186,chr16-4607685-4608186,Stable,Stable,Stable,27,Nmral1,101873,,,,,,,,,,
6,3741994,3742495,chr6-3741994-3742495,Stable,Stable,Stable,27,Tfpi2,220100,,,,,,,,,,
17,26658788,26659289,chr17-26658788-26659289,Stable,Stable,Stable,27,Ergic1,-97299,,,,,,,,,,
13,74025089,74026622,chr13-74025089-74026622,Stable,Opening,Stable,21,Trip13,-113742,,,,,,,,,,
1,135083360,135083861,chr1-135083360-135083861,Stable,Stable,Stable,27,Ptprv,24636,,,,,,,,,,
12,84989522,84990023,chr12-84989522-84990023,Stable,Stable,Stable,27,Npc2,-234960,,,,,,,,,,
1,63273757,63274258,chr1-63273757-63274258,Stable,Stable,Stable,27,Eef1b2,-96932,,,,,,,,,,
4,108217704,108218205,chr4-108217704-108218205,Stable,Stable,Stable,27,Gpx7,182185,,,,,,,,,,
2,30717187,30717688,chr2-30717187-30717688,Stable,Stable,Stable,27,Ier5l,-245650,,,,,,,,,,
15,75835555,75836056,chr15-75835555-75836056,Stable,Stable,Stable,27,Gsdmd,26271,,,Eef1d,58149,,,,,,
17,33951146,33951647,chr17-33951146-33951647,Stable,Stable,Stable,27,Rps18,352,,,Tapbp,-35247,Rps28,-132119,Psmb8,246074,,
11,86381488,86382141,chr11-86381488-86382141,Stable,Stable,Stable,27,Vmp1,201724,,,,,,,,,,
3,105004072,105004573,chr3-105004072-105004573,Stable,Stable,Stable,27,Mov10,-209236,,,,,,,,,,
4,43431612,43432113,chr4-43431612-43432113,Stable,Stable,Stable,27,Tln1,99406,,,,,,,,,,
7,79810934,79811435,chr7-79810934-79811435,Stable,Stable,Stable,27,Ticrr,-150738,,,,,,,,,,
10,17930444,17930945,chr10-17930444-17930945,Stable,Stable,Stable,27,Abracl,80315,,,,,,,,,,
15,84987290,84988777,chr15-84987290-84988777,Stable,Stable,Stable,27,Fbln1,217172,,,,,,,,,,
9,104203928,104204429,chr9-104203928-104204429,Stable,Stable,Stable,27,Ackr4,-119771,,,,,,,,,,
15,102517955,102518456,chr15-102517955-102518456,Stable,Stable,Stable,27,Aaas,-179703,,,Espl1,-221689,,,,,,
4,132938283,132938784,chr4-132938283-132938784,Stable,Opening,Stable,21,Rpa2,-169951,,,,,,,,,,
4,43965070,43965571,chr4-43965070-43965571,Stable,Stable,Stable,27,Glipr2,-7669,,,,,,,,,,
2,25126106,25126796,chr2-25126106-25126796,Stable,Stable,Stable,27,Gm13370,-140122,,,Uap1l1,233093,Sapcd2,245525,,,,
2,167594404,167594905,chr2-167594404-167594905,Stable,Stable,Stable,27,Ube2v1,12733,,,,,,,,,,
15,55369959,55370460,chr15-55369959-55370460,Stable,Stable,Stable,27,Mtbp,186948,,,,,,,,,,
9,114956878,114957579,chr9-114956878-114957579,Stable,Stable,Stable,27,Cmtm7,-200042,,,,,,,,,,
11,100983197,100983698,chr11-100983197-100983698,Stable,Stable,Stable,27,Cavin1,-26464,,,,,,,,,,
5,113724414,113724915,chr5-113724414-113724915,Stable,Stable,Stable,27,Coro1c,117521,,,,,,,,,,
17,35556870,35557706,chr17-35556870-35557706,Stable,Stable,Stable,27,Tcf19,-44136,,,,,,,,,,
13,112706262,112706763,chr13-112706262-112706763,Stable,Closing,Stable,24,Il6st,-242192,,,,,,,,,,
13,32678898,32679399,chr13-32678898-32679399,Stable,Stable,Stable,27,Serpinb1a,162693,,,,,,,,,,
2,35592963,35593464,chr2-35592963-35593464,Stable,Stable,Stable,27,Ggta1,-192784,,,,,,,,,,
7,45079810,45080311,chr7-45079810-45080311,Stable,Stable,Stable,27,Rps11,42068,,,Rpl13a,45247,,,,,,
10,128015053,128015554,chr10-128015053-128015554,Stable,Stable,Stable,27,Prim1,0,,,Rbms2,116004,Timeless,216511,,,,
15,79037790,79038291,chr15-79037790-79038291,Stable,Stable,Stable,27,Lgals1,-111065,,,Sh3bp1,-138022,,,,,,
9,7914354,7915024,chr9-7914354-7915024,Stable,Stable,Stable,27,Yap1,16975,,,Birc3,-65655,,,,,,
1,179162001,179162502,chr1-179162001-179162502,Stable,Stable,Stable,27,Smyd3,-210041,,,,,,,,,,
11,102924939,102925440,chr11-102924939-102925440,Stable,Stable,Stable,27,Kif18b,-19410,,,,,,,,,,
3,9782897,9783398,chr3-9782897-9783398,Stable,Stable,Stable,27,Fabp5,229150,,,,,,,,,,
19,47339061,47339562,chr19-47339061-47339562,Stable,Stable,Stable,27,Sh3pxd2a,-78887,,,Calhm2,-233708,,,,,,
8,54567102,54567603,chr8-54567102-54567603,Stable,Stable,Stable,27,Spcs3,-46669,,,,,,,,,,
2,180333799,180335030,chr2-180333799-180335030,Stable,Stable,Stable,27,Rps21,-76422,,,,,,,,,,
4,152107676,152108177,chr4-152107676-152108177,Stable,Stable,Stable,27,Rpl22,217565,,,,,,,,,,
11,32376016,32376517,chr11-32376016-32376517,Stable,Stable,Stable,27,Sh3pxd2b,-28196,,,Mpg,-149511,,,,,,
18,35439969,35440470,chr18-35439969-35440470,Stable,Stable,Stable,27,Dnajc18,230633,,,,,,,,,,
2,84638767,84639268,chr2-84638767-84639268,Stable,Stable,Stable,27,Selenoh,29947,,,Tfpi,-205912,,,,,,
11,117975990,117976491,chr11-117975990-117976491,Stable,Stable,Stable,27,Tk1,-160464,,,,,,,,,,
2,164531074,164531760,chr2-164531074-164531760,Stable,Stable,Stable,27,Ube2c,238138,,,,,,,,,,
16,93912025,93912526,chr16-93912025-93912526,Stable,Stable,Stable,27,Chaf1b,-28124,,,,,,,,,,
4,46601192,46601693,chr4-46601192-46601693,Stable,Stable,Stable,27,Tbc1d2,2697,,,,,,,,,,
6,124805534,124806220,chr6-124805534-124806220,Stable,Stable,Stable,27,Cdca3,23327,,,,,,,,,,
5,32303098,32303599,chr5-32303098-32303599,Stable,Stable,Stable,27,Fosl2,-167297,,,,,,,,,,
1,135734127,135734628,chr1-135734127-135734628,Stable,Stable,Stable,27,Csrp1,-14066,,,,,,,,,,
9,56889693,56890309,chr9-56889693-56890309,Stable,Stable,Stable,27,Man2c1,240381,,,,,,,,,,
11,75170117,75170618,chr11-75170117-75170618,Stable,Stable,Stable,27,Rpa1,127548,,,,,,,,,,
4,130198974,130199475,chr4-130198974-130199475,Stable,Stable,Stable,27,Tinagl1,-34520,,,Fabp3,109120,,,,,,
9,54830605,54831106,chr9-54830605-54831106,Stable,Stable,Stable,27,Crabp1,-65857,,,,,,,,,,
2,136682174,136682675,chr2-136682174-136682675,Stable,Closing,Stable,24,AL731706.1,198596,,,,,,,,,,
10,97436593,97437094,chr10-97436593-97437094,Stable,Stable,Stable,27,Kera,169785,,,,,,,,,,
4,152172973,152173474,chr4-152172973-152173474,Stable,Stable,Stable,27,Rpl22,152268,,,,,,,,,,
8,123442894,123443395,chr8-123442894-123443395,Stable,Stable,Stable,27,Fanca,-174594,,,Rhou,210534,,,,,,
15,85249173,85249674,chr15-85249173-85249674,Stable,Stable,Stable,27,Fbln1,-43224,,,,,,,,,,
1,87002856,87003915,chr1-87002856-87003915,Stable,Stable,Stable,27,Eif4e2,209999,,,,,,,,,,
7,81147066,81147567,chr7-81147066-81147567,Stable,Opening,Stable,21,Rps17,195165,,,,,,,,,,
13,21779244,21779898,chr13-21779244-21779898,Stable,Stable,Stable,27,Hist1h1b,0,,,Hist1h2ap,53128,,,,,,
11,55086965,55087559,chr11-55086965-55087559,Stable,Stable,Stable,27,Anxa6,-107857,,,,,,,,,,
14,76658122,76658623,chr14-76658122-76658623,Stable,Stable,Stable,27,Tsc22d1,-243161,,,,,,,,,,
7,49513794,49514295,chr7-49513794-49514295,Stable,Stable,Stable,27,Htatip2,244820,,,,,,,,,,
11,93856388,93856889,chr11-93856388-93856889,Stable,Stable,Stable,27,Nme2,92925,,,,,,,,,,
3,9820858,9821359,chr3-9820858-9821359,Stable,Stable,Stable,27,Fabp5,191189,,,,,,,,,,
15,31299461,31299962,chr15-31299461-31299962,Stable,Stable,Stable,27,Dap,-75147,,,,,,,,,,
12,84569607,84570323,chr12-84569607-84570323,Stable,Stable,Stable,27,Npc2,184239,,,,,,,,,,
4,119082706,119083207,chr4-119082706-119083207,Stable,Stable,Stable,27,Ppih,216803,,,,,,,,,,
10,77252760,77253431,chr10-77252760-77253431,Stable,Stable,Stable,27,Col18a1,-200582,,,,,,,,,,
11,102284564,102285065,chr11-102284564-102285065,Stable,Stable,Stable,27,BC030867,-35682,,,,,,,,,,
4,106678685,106679186,chr4-106678685-106679186,Stable,Stable,Stable,27,Pcsk9,-236356,,,,,,,,,,
2,6707825,6708326,chr2-6707825-6708326,Stable,Stable,Stable,27,Celf2,-168131,,,,,,,,,,
9,50462742,50463243,chr9-50462742-50463243,Stable,Stable,Stable,27,Rpl10-ps3,-118541,,,,,,,,,,
8,120459648,120460850,chr8-120459648-120460850,Stable,Stable,Stable,27,Gins2,117783,,,,,,,,,,
2,130629623,130630124,chr2-130629623-130630124,Stable,Stable,Stable,27,Cpxm1,-238848,,,,,,,,,,
10,95500854,95501355,chr10-95500854-95501355,Stable,Stable,Stable,27,Ube2n,13790,,,,,,,,,,
15,100813953,100814454,chr15-100813953-100814454,Stable,Stable,Stable,27,Cela1,-139532,,,,,,,,,,
19,9992946,9993447,chr19-9992946-9993447,Stable,Stable,Stable,27,Incenp,-120650,,,Fen1,205685,,,,,,
4,89295360,89295861,chr4-89295360-89295861,Stable,Stable,Stable,27,Cdkn2b,10438,,,Cdkn2a,-20889,,,,,,
17,85645717,85646218,chr17-85645717-85646218,Stable,Stable,Stable,27,Six2,38059,,,,,,,,,,
15,99055574,99056075,chr15-99055574-99056075,Stable,Stable,Stable,27,Troap,18500,,,,,,,,,,
11,115699290,115699791,chr11-115699290-115699791,Stable,Stable,Stable,27,Nup85,-134856,,,,,,,,,,
9,50244947,50245448,chr9-50244947-50245448,Stable,Stable,Stable,27,Rpl10-ps3,98753,,,,,,,,,,
17,85621460,85621961,chr17-85621460-85621961,Stable,Stable,Stable,27,Six2,62316,,,,,,,,,,
14,76077022,76077797,chr14-76077022-76077797,Stable,Opening,Stable,21,Tpt1,-231929,,,,,,,,,,
15,85919213,85920172,chr15-85919213-85920172,Stable,Stable,Stable,27,Gtse1,-59468,,,,,,,,,,
18,35830431,35831061,chr18-35830431-35831061,Stable,Stable,Stable,27,Ecscr,-117345,,,Dnajc18,-159328,,,,,,
4,133042079,133043326,chr4-133042079-133043326,Stable,Stable,Stable,27,Sytl1,209764,,,,,,,,,,
11,98743874,98744375,chr11-98743874-98744375,Stable,Stable,Stable,27,Cdc6,163426,,,Top2a,248568,,,,,,
10,77165382,77166539,chr10-77165382-77166539,Stable,Stable,Stable,27,Col18a1,-113204,,,,,,,,,,
9,114913179,114913772,chr9-114913179-114913772,Stable,Stable,Stable,27,Cmtm7,-156343,,,,,,,,,,
3,104993783,104994284,chr3-104993783-104994284,Stable,Stable,Stable,27,Mov10,-198947,,,,,,,,,,
4,126741375,126742004,chr4-126741375-126742004,Stable,Stable,Stable,27,Clspn,-184440,,,,,,,,,,
2,84738176,84738677,chr2-84738176-84738677,Stable,Stable,Stable,27,Selenoh,-68961,,,Slc43a3,197902,,,,,,
3,89299472,89299973,chr3-89299472-89299973,Stable,Stable,Stable,27,Efna4,33417,,,Cks1b,115499,,,,,,
16,93807944,93808445,chr16-93807944-93808445,Stable,Stable,Stable,27,Chaf1b,75456,,,,,,,,,,
11,98783237,98783738,chr11-98783237-98783738,Stable,Stable,Stable,27,Cdc6,124063,,,Top2a,209205,,,,,,
7,116209918,116211165,chr7-116209918-116211165,Stable,Stable,Stable,27,Rps13,120340,,,,,,,,,,
11,94413044,94413990,chr11-94413044-94413990,Stable,Stable,Stable,27,Eme1,231006,,,,,,,,,,
11,97703000,97703501,chr11-97703000-97703501,Stable,Stable,Stable,27,Rpl23,74026,,,,,,,,,,
15,78942601,78943102,chr15-78942601-78943102,Stable,Stable,Stable,27,Lgals1,-15876,,,Sh3bp1,-42833,,,,,,
3,108174615,108175116,chr3-108174615-108175116,Stable,Opening,Stable,21,Gstm2,-192913,,,Psrc1,208723,,,,,,
11,59458893,59459394,chr11-59458893-59459394,Stable,Stable,Stable,27,Mprip,201911,,,,,,,,,,
6,128227441,128227942,chr6-128227441-128227942,Stable,Stable,Stable,27,Foxm1,135025,,,,,,,,,,
11,85858021,85858522,chr11-85858021-85858522,Stable,Stable,Stable,27,Tbx2,-25470,,,,,,,,,,
12,84851559,84852060,chr12-84851559-84852060,Stable,Stable,Stable,27,Npc2,-96997,,,,,,,,,,
1,87270704,87271205,chr1-87270704-87271205,Stable,Stable,Stable,27,Eif4e2,-56790,,,,,,,,,,
11,86592972,86593473,chr11-86592972-86593473,Stable,Stable,Stable,27,Vmp1,-9107,,,,,,,,,,
14,76664494,76664995,chr14-76664494-76664995,Stable,Stable,Stable,27,Tsc22d1,-249533,,,,,,,,,,
11,117825656,117826295,chr11-117825656-117826295,Stable,Stable,Stable,27,Tk1,-10130,,,,,,,,,,
1,62964189,62964690,chr1-62964189-62964690,Stable,Stable,Stable,27,Eef1b2,212135,,,,,,,,,,
3,89336684,89338150,chr3-89336684-89338150,Stable,Stable,Stable,27,Efna4,-3294,,,Cks1b,77322,,,,,,
13,100847097,100847598,chr13-100847097-100847598,Stable,Stable,Stable,27,Ccnb1,-68447,,,Cenph,-87423,,,,,,
7,49751086,49751587,chr7-49751086-49751587,Stable,Stable,Stable,27,Htatip2,7528,,,,,,,,,,
11,48834082,48834583,chr11-48834082-48834583,Stable,Stable,Stable,27,Rack1,-33750,,,Tgtp1,150744,Ifi47,242004,,,,
14,75899498,75900188,chr14-75899498-75900188,Stable,Stable,Stable,27,Tpt1,-54405,,,,,,,,,,
19,47485929,47486430,chr19-47485929-47486430,Stable,Stable,Stable,27,Sh3pxd2a,-225755,,,,,,,,,,
10,111977497,111977998,chr10-111977497-111977998,Stable,Stable,Stable,27,Glipr1,7450,,,,,,,,,,
15,57885587,57886088,chr15-57885587-57886088,Stable,Stable,Stable,27,Atad2,207956,,,,,,,,,,
6,116054970,116055471,chr6-116054970-116055471,Stable,Stable,Stable,27,Rpl32,-249465,,,,,,,,,,
17,36031551,36032965,chr17-36031551-36032965,Stable,Stable,Stable,27,Nrm,-170233,,,Tubb5,-197630,,,,,,
4,108387586,108388087,chr4-108387586-108388087,Stable,Stable,Stable,27,Gpx7,12303,,,,,,,,,,
15,99074582,99075083,chr15-99074582-99075083,Stable,Stable,Stable,27,Troap,-7,,,,,,,,,,
5,123609774,123610275,chr5-123609774-123610275,Stable,Stable,Stable,27,Kntc1,139441,,,,,,,,,,
13,73723125,73723626,chr13-73723125-73723626,Stable,Stable,Stable,27,Trip13,187721,,,,,,,,,,
7,121041894,121042395,chr7-121041894-121042395,Stable,Stable,Stable,27,Polr3e,-124150,,,,,,,,,,
15,79030575,79031076,chr15-79030575-79031076,Stable,Stable,Stable,27,Lgals1,-103850,,,Sh3bp1,-130807,,,,,,
15,59197707,59198208,chr15-59197707-59198208,Stable,Stable,Stable,27,Nsmce2,176039,,,,,,,,,,
18,56513620,56514121,chr18-56513620-56514121,Stable,Stable,Stable,27,Lmnb1,193692,,,,,,,,,,
10,111767019,111767520,chr10-111767019-111767520,Stable,Stable,Stable,27,Glipr1,217928,,,,,,,,,,
14,54736863,54737364,chr14-54736863-54737364,Stable,Stable,Stable,27,Haus4,-195078,,,,,,,,,,
11,69117806,69118941,chr11-69117806-69118941,Stable,Stable,Stable,27,Aurkb,-72159,,,Trappc1,205039,Rpl26,-216223,,,,
10,61374807,61375709,chr10-61374807-61375709,Stable,Stable,Stable,27,Adamts14,-177695,,,,,,,,,,
11,69073078,69073790,chr11-69073078-69073790,Stable,Stable,Stable,27,Aurkb,-27431,,,Rpl26,-171495,,,,,,
7,144939449,144939950,chr7-144939449-144939950,Stable,Stable,Stable,27,Ccnd1,-9518,,,,,,,,,,
15,97089511,97090012,chr15-97089511-97090012,Stable,Stable,Stable,27,Slc38a4,-94691,,,,,,,,,,
4,127173454,127173955,chr4-127173454-127173955,Stable,Stable,Stable,27,Gjb5,180854,,,,,,,,,,
16,89985889,89986390,chr16-89985889-89986390,Stable,Stable,Stable,27,Tiam1,-198778,,,,,,,,,,
8,75018308,75018809,chr8-75018308-75018809,Stable,Stable,Stable,27,Mcm5,90760,,,,,,,,,,
9,107963644,107964145,chr9-107963644-107964145,Stable,Stable,Stable,27,Uba7,11360,,,Traip,-13508,,,,,,
11,98750584,98751085,chr11-98750584-98751085,Stable,Stable,Stable,27,Cdc6,156716,,,Top2a,241858,,,,,,
7,116282678,116283430,chr7-116282678-116283430,Stable,Stable,Stable,27,Rps13,48075,,,,,,,,,,
9,50528342,50528843,chr9-50528342-50528843,Stable,Stable,Stable,27,Rpl10-ps3,-184141,,,,,,,,,,
13,52976556,52977057,chr13-52976556-52977057,Stable,Stable,Stable,27,Ror2,132255,,,,,,,,,,
2,102407636,102408137,chr2-102407636-102408137,Stable,Stable,Stable,27,Pamr1,141875,,,,,,,,,,
19,37703860,37704361,chr19-37703860-37704361,Stable,Stable,Stable,27,Myof,194675,,,,,,,,,,
8,105170232,105171149,chr8-105170232-105171149,Stable,Stable,Stable,27,Fhod1,158014,,,,,,,,,,
3,87960733,87961234,chr3-87960733-87961234,Stable,Stable,Stable,27,Crabp2,-12067,,,Iqgap3,120737,,,,,,
1,163682066,163682567,chr1-163682066-163682567,Stable,Stable,Stable,27,Kifap3,97016,,,,,,,,,,
18,66265396,66265897,chr18-66265396-66265897,Stable,Closing,Stable,24,Pmaip1,192636,,,,,,,,,,
10,116268257,116268758,chr10-116268257-116268758,Stable,Stable,Stable,27,Kcnmb4,149103,,,,,,,,,,
2,102923623,102924124,chr2-102923623-102924124,Stable,Stable,Stable,27,Cd44,-112482,,,,,,,,,,
11,101467614,101468115,chr11-101467614-101468115,Stable,Stable,Stable,27,Rpl27,-25316,,,,,,,,,,
8,70371847,70372348,chr8-70371847-70372348,Stable,Stable,Stable,27,Homer3,-89020,,,Kxd1,135924,,,,,,
9,109087942,109088443,chr9-109087942-109088443,Stable,Stable,Stable,27,Col7a1,-134356,,,,,,,,,,
4,136218546,136219047,chr4-136218546-136219047,Stable,Stable,Stable,27,Tcea3,28682,,,,,,,,,,
2,180251219,180251857,chr2-180251219-180251857,Stable,Stable,Stable,27,Rps21,5520,,,,,,,,,,
6,134819996,134820767,chr6-134819996-134820767,Stable,Stable,Stable,27,Gprc5a,244884,,,,,,,,,,
7,17059952,17060453,chr7-17059952-17060453,Stable,Stable,Stable,27,Ccdc8,-67244,,,,,,,,,,
13,58384857,58385358,chr13-58384857-58385358,Stable,Closing,Stable,24,2210016F16Rik,-5040,,,,,,,,,,
11,117779613,117780114,chr11-117779613-117780114,Stable,Stable,Stable,27,Tk1,35412,,,,,,,,,,
1,183299083,183299584,chr1-183299083-183299584,Stable,Stable,Stable,27,Aida,-2493,,,,,,,,,,
17,25941571,25942072,chr17-25941571-25942072,Stable,Stable,Stable,27,Nme4,149662,,,,,,,,,,
9,21962307,21962808,chr9-21962307-21962808,Stable,Stable,Stable,27,Spc24,-206865,,,,,,,,,,
2,84453943,84454661,chr2-84453943-84454661,Stable,Opening,Stable,21,Tfpi,-21088,,,Selenoh,214554,,,,,,
13,55464777,55465654,chr13-55464777-55465654,Stable,Stable,Stable,27,Mxd3,-139609,,,,,,,,,,
1,94027597,94028098,chr1-94027597-94028098,Stable,Stable,Stable,27,Dtymk,-235021,,,,,,,,,,
18,67080205,67081247,chr18-67080205-67081247,Stable,Stable,Stable,27,Impa2,207939,,,,,,,,,,
9,114549991,114550492,chr9-114549991-114550492,Stable,Stable,Stable,27,Cmtm7,206344,,,,,,,,,,
7,117882715,117883216,chr7-117882715-117883216,Stable,Stable,Stable,27,Rps15a,221156,,,,,,,,,,
13,21831237,21832368,chr13-21831237-21832368,Stable,Stable,Stable,27,Hist1h2ap,658,,,Hist1h1b,-51354,,,,,,
15,81985181,81985682,chr15-81985181-81985682,Stable,Opening,Stable,21,Cenpm,248097,,,,,,,,,,
5,64274953,64275454,chr5-64274953-64275454,Stable,Stable,Stable,27,Tbc1d1,-118648,,,,,,,,,,
